year,district,village,package,lon,lat,variety_a,variety_b,variety_c,variety_d,rank_variety_a,rank_variety_b,rank_variety_c,rank_variety_d,planting_date,season,crop,country,characteristic,best,worst,overall_vs_local,var_a,var_b,var_c,yield,best_yield,worst_yield,project,GDD,GDD_veg,GDD_flo,GDD_gra,maxDT_VEG,minDT_VEG,maxNT_VEG,minNT_VEG,SU_VEG,TR_VEG,DTR_VEG,maxDTR_VEG,sdDTR_VEG,MLDS_VEG,MLWS_VEG,R5mm_VEG,R10mm_VEG,R20mm_VEG,SDII_VEG,Rx1day_VEG,Rx5day_VEG,Rtotal_VEG,maxDT_FLO,minDT_FLO,maxNT_FLO,minNT_FLO,SU_FLO,TR_FLO,DTR_FLO,maxDTR_FLO,sdDTR_FLO,MLDS_FLO,MLWS_FLO,R5mm_FLO,R10mm_FLO,R20mm_FLO,SDII_FLO,Rx1day_FLO,Rx5day_FLO,Rtotal_FLO,maxDT_GRA,minDT_GRA,maxNT_GRA,minNT_GRA,SU_GRA,TR_GRA,DTR_GRA,maxDTR_GRA,sdDTR_GRA,MLDS_GRA,MLWS_GRA,R5mm_GRA,R10mm_GRA,R20mm_GRA,SDII_GRA,Rx1day_GRA,Rx5day_GRA,Rtotal_GRA,maxDT_FLO_acc,minDT_FLO_acc,maxNT_FLO_acc,minNT_FLO_acc,SU_FLO_acc,TR_FLO_acc,DTR_FLO_acc,maxDTR_FLO_acc,sdDTR_FLO_acc,MLDS_FLO_acc,MLWS_FLO_acc,R5mm_FLO_acc,R10mm_FLO_acc,R20mm_FLO_acc,SDII_FLO_acc,Rx1day_FLO_acc,Rx5day_FLO_acc,Rtotal_FLO_acc,maxDT_GRA_acc,minDT_GRA_acc,maxNT_GRA_acc,minNT_GRA_acc,SU_GRA_acc,TR_GRA_acc,DTR_GRA_acc,maxDTR_GRA_acc,sdDTR_GRA_acc,MLDS_GRA_acc,MLWS_GRA_acc,R5mm_GRA_acc,R10mm_GRA_acc,R20mm_GRA_acc,SDII_GRA_acc,Rx1day_GRA_acc,Rx5day_GRA_acc,Rtotal_GRA_acc,soil,xy,yx,planting_day
2014,Meket,Agrit,1226,38.69301754590909,11.818027433181818,214357,212564,238492A,Assassa,4,3,2,1,16283,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Amhara,180,180,19,19,36.98697729052457,23.058809710258423,7.984330462020385,6.190070477682118,31,0,19.39435913869358,29.002646828504187,3.3837131673657597,41,4,10,10,8,2.455292202366723,37.46383285522461,78.91906356811523,441.95259642601013,39.028042286609264,37.284557556773734,8.915035238841076,8.061331245105759,18,0,29.65677281823717,30.113007047768185,0.3098074734470403,18,1,0,0,0,0,0,0,0,41.99027407987466,39.20931088488644,9.630007830853593,9.066092404072053,18,0,30.865949273470772,32.360266249021066,0.7099868571868634,10,1,2,0,0,0.7283425331115723,7.511955261230469,7.511955261230469,17.480220794677734,39.028042286609264,23.058809710258423,8.915035238841076,6.190070477682118,50,0,20.37674313613818,30.113007047768185,4.415066855419122,41,4,11,10,8,2.206192569779645,37.46383285522461,78.91906356811523,447.85709166526794,41.99027407987466,23.058809710258423,9.630007830853593,6.190070477682118,69,0,21.29175272185311,32.360266249021066,5.1561198802230335,41,4,14,10,8,2.0775632721737094,37.46383285522461,78.91906356811523,471.606862783432,Haplic Nitisols,50.51104497909091,26.874990112727275,213
2014,Meket,Agrit,1225,38.69301754590909,11.818027433181818,227061,236278,227056B,Assassa,2,3,4,1,16283,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Amhara,180,180,19,19,36.98697729052457,23.058809710258423,7.984330462020385,6.190070477682118,31,0,19.39435913869358,29.002646828504187,3.3837131673657597,41,4,10,10,8,2.455292202366723,37.46383285522461,78.91906356811523,441.95259642601013,39.028042286609264,37.284557556773734,8.915035238841076,8.061331245105759,18,0,29.65677281823717,30.113007047768185,0.3098074734470403,18,1,0,0,0,0,0,0,0,41.99027407987466,39.20931088488644,9.630007830853593,9.066092404072053,18,0,30.865949273470772,32.360266249021066,0.7099868571868634,10,1,2,0,0,0.7283425331115723,7.511955261230469,7.511955261230469,17.480220794677734,39.028042286609264,23.058809710258423,8.915035238841076,6.190070477682118,50,0,20.37674313613818,30.113007047768185,4.415066855419122,41,4,11,10,8,2.206192569779645,37.46383285522461,78.91906356811523,447.85709166526794,41.99027407987466,23.058809710258423,9.630007830853593,6.190070477682118,69,0,21.29175272185311,32.360266249021066,5.1561198802230335,41,4,14,10,8,2.0775632721737094,37.46383285522461,78.91906356811523,471.606862783432,Haplic Nitisols,50.51104497909091,26.874990112727275,213
2014,Gimbichu,Adadi Sembo,112,39.13533333,8.996638889,5588,8034,222373,Hetosa,2,4,3,1,16297,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Oromia,180,172,17,18,40.384252153484795,22.971292090837935,9.435669537979685,7.130000000000052,87,0,22.25914442200512,32.065544244322666,5.92700227349608,114,4,8,13,0,1.2026269012027317,13.42177677154541,40.8841118812561,216.4728422164917,41.73958104933432,40.55545027407992,9.205861393891922,8.479835552075178,16,0,32.21719655442445,32.5337196554424,0.14958396584774403,12,1,2,0,0,0.5545979790065599,7.06069278717041,12.755753517150879,12.755753517150879,42.43266640563822,41.93728269381363,10.178888018794066,9.30274471417386,17,0,32.447698880648566,32.63453797963977,0.12088256929269836,9,1,3,0,0,0.8116121093432108,7.373319149017334,14.413092613220215,19.47869062423706,41.73958104933432,22.971292090837935,9.435669537979685,7.130000000000052,104,0,23.15882670487676,32.5337196554424,6.334281034020527,127,4,10,13,0,1.1292049050918354,13.42177677154541,40.8841118812561,229.22859573364258,42.43266640563822,22.971292090837935,10.178888018794066,7.130000000000052,122,0,23.97118662140481,32.63453797963977,6.597542006191271,127,4,13,13,0,1.0956268121492496,13.42177677154541,40.8841118812561,248.70728635787964,Eutric Cambisols,48.131972219000005,30.138694441000002,227
2015,M/selassie,Hoseya,490,39.13,13.66277778,206551,222554,208279,Assassa,2,3,1,4,16648,Meher-15,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2015_Tigray,180,151,22,21,32.01907595927961,28.407713390759582,11.930000000000007,9.39213782302275,84,0,19.332836204646306,21.69574001566164,1.3556566097370377,48,7,10,4,3,1.6693915433353848,37.252166748046875,81.47297668457031,300.49047780036926,35.89151135473761,31.349710258418092,9.818715740015694,9.407243539545835,21,0,23.60369840026844,26.072795614721915,1.2715472106064591,21,1,0,0,0,0,0,0,0,38.759299138606146,36.23447924823801,10.766104150352419,9.902169146436979,20,0,27.21536119812056,27.993194988253727,0.5654746282448828,20,1,0,0,0,0,0,0,0,35.89151135473761,28.407713390759582,11.930000000000007,9.39213782302275,106,0,19.86873372366192,26.072795614721915,1.9436515584387888,48,7,10,4,3,1.4802486591151196,37.252166748046875,81.47297668457031,300.49047780036926,38.759299138606146,28.407713390759582,11.930000000000007,9.39213782302275,127,0,20.66310182949837,27.993194988253727,2.93191713583349,48,7,10,4,3,1.3237465982395122,37.252166748046875,81.47297668457031,300.49047780036926,Eutric Cambisols,52.79277778,25.467222220000004,213
2015,Melfa_Bowak,Melfa,508,39.12444444,13.65111111,238537,Assassa,8208,208474,2,1,3,4,16648,Meher-15,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2015_Tigray,177,139,19,19,34.254635865309254,29.232090837901353,12.729882537196572,10.851534847298382,99,0,19.24662515746824,22.891636648394595,1.417928396948593,41,7,10,4,3,1.6477749837769402,37.252166748046875,81.47297668457031,296.59949707984924,36.93412294440086,34.81354737666389,11.32271730618639,11.152137823022743,18,0,24.849291960323633,25.732024275645927,0.6998208290306209,11,1,0,0,0,0.16917307480521823,3.8909807205200195,3.8909807205200195,3.8909807205200195,39.377901331245134,37.20099060297573,11.750892717306227,11.252451057165281,18,0,26.79042090837895,27.627008613938905,0.5078746970848715,18,1,0,0,0,0,0,0,0,36.93412294440086,29.232090837901353,12.729882537196572,10.851534847298382,118,0,19.914094015132985,25.732024275645927,2.256612775528081,48,7,10,4,3,1.4802486591151196,37.252166748046875,81.47297668457031,300.49047780036926,39.377901331245134,29.232090837901353,12.729882537196572,10.851534847298382,137,0,20.651026242258112,27.627008613938905,3.0137145015927227,48,7,10,4,3,1.3237465982395122,37.252166748046875,81.47297668457031,300.49047780036926,Eutric Cambisols,52.77555555,25.473333329999996,213
2015,Lume,Tility,460,39.22280324166667,8.747300926083334,203940,5634,5588,Ude,4,1,3,2,16648,Meher-15,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2015_Oromia,173,137,18,19,37.21355520751763,29.139949099451908,12.387705559906067,9.845379796397825,79,0,20.122273596204327,25.90525450274077,2.5209129396805237,36,6,6,2,3,1.3548644430107541,34.13218688964844,70.30423164367676,243.87559974193573,38.36068128426002,37.38475332811275,11.283124510571701,11.115344557556785,17,0,26.660623474135118,27.182396241190297,0.32095171677517964,17,1,0,0,0,0,0,0,0,39.87707909162091,38.52684416601411,11.210000000000036,11.09298355520755,18,0,27.818720525537255,28.784095536413357,0.45841350973107026,15,1,1,0,0,0.22146348158518472,5.315123558044434,5.315123558044434,5.315123558044434,38.36068128426002,29.139949099451908,12.387705559906067,9.845379796397825,97,0,20.88222889483264,27.182396241190297,3.164314878070265,49,6,6,2,3,1.2013576341967278,34.13218688964844,70.30423164367676,243.87559974193573,39.87707909162091,29.139949099451908,12.387705559906067,9.845379796397825,116,0,21.64076941531134,28.784095536413357,3.6905416644022138,52,6,7,2,3,1.0977564903082826,34.13218688964844,70.30423164367676,249.19072329998016,Eutric Leptosols,47.97010416775,30.475502315583334,213
2014,Wadla,Yewetet,1464,38.97176,11.57187,208253,210817B,222366,Assassa,2,4,3,1,16283,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Amhara,180,179,17,17,42.7292247454973,21.93599060297575,7.869177760375883,6.052603758809721,100,0,24.212843303740307,36.258707909162126,6.654228205284282,42,7,12,5,6,2.552077070871989,32.08002471923828,91.18783855438232,459.373872756958,44.898692247454925,42.38269772905248,7.431018010963199,6.713496476115936,16,0,36.59046691464368,37.467674236491725,0.5716351612362601,7,1,1,0,0,0.4011372690615447,5.506141662597656,5.506141662597656,9.226157188415527,46.58046985121381,45.15530931871577,8.463461237274885,7.562490211433081,16,0,37.83557728073608,38.11700861393893,0.17195275439661145,11,1,2,0,0,0.5523713628451029,7.132976531982422,13.25691270828247,13.25691270828247,44.898692247454925,21.93599060297575,7.869177760375883,6.052603758809721,117,0,25.287505571953474,37.467674236491725,7.251366604006037,42,7,13,5,6,2.3083745317506086,32.08002471923828,91.18783855438232,468.60002994537354,46.58046985121381,21.93599060297575,8.463461237274885,6.052603758809721,134,0,26.292443152435666,38.11700861393893,7.745146787021813,42,7,15,5,6,2.122717809046943,32.08002471923828,91.18783855438232,481.856942653656,Haplic Nitisols,50.54363000000001,27.399890000000003,213
2014,Wadla,Yewetet,1432,38.97176,11.57187,208253,210817B,222366,Assassa,3,4,2,1,16283,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Amhara,180,179,17,17,42.7292247454973,21.93599060297575,7.869177760375883,6.052603758809721,100,0,24.212843303740307,36.258707909162126,6.654228205284282,42,7,12,5,6,2.552077070871989,32.08002471923828,91.18783855438232,459.373872756958,44.898692247454925,42.38269772905248,7.431018010963199,6.713496476115936,16,0,36.59046691464368,37.467674236491725,0.5716351612362601,7,1,1,0,0,0.4011372690615447,5.506141662597656,5.506141662597656,9.226157188415527,46.58046985121381,45.15530931871577,8.463461237274885,7.562490211433081,16,0,37.83557728073608,38.11700861393893,0.17195275439661145,11,1,2,0,0,0.5523713628451029,7.132976531982422,13.25691270828247,13.25691270828247,44.898692247454925,21.93599060297575,7.869177760375883,6.052603758809721,117,0,25.287505571953474,37.467674236491725,7.251366604006037,42,7,13,5,6,2.3083745317506086,32.08002471923828,91.18783855438232,468.60002994537354,46.58046985121381,21.93599060297575,8.463461237274885,6.052603758809721,134,0,26.292443152435666,38.11700861393893,7.745146787021813,42,7,15,5,6,2.122717809046943,32.08002471923828,91.18783855438232,481.856942653656,Haplic Nitisols,50.54363000000001,27.399890000000003,213
2013,Meket,Akat,1504,38.86119,11.6685,227061,236278,227056B,Assassa,3,2,4,1,15918,Meher-13,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2013_Amhara,180,180,20,21,38.58344166014095,17.710657791699333,6.764236491777645,2.921949882537226,96,0,24.282807557867365,32.459765074393054,5.36165231403452,30,13,12,7,6,2.50398631228341,52.036354064941406,73.32876682281494,450.7175362110138,39.49722787783869,38.70803445575568,6.66996476115899,6.163935003915462,19,0,32.76050405967934,32.8272631166797,0.08749076752918347,7,1,2,0,0,1.0297064677528713,8.353809356689453,8.353809356689453,23.68324875831604,40.70719655442444,39.567721221613155,6.988042286609252,6.725352388410344,20,0,33.139301096319485,33.71915426781519,0.2927606185071347,16,1,0,0,1,0.8355774084726969,20.053857803344727,20.053857803344727,20.053857803344727,39.49722787783869,17.710657791699333,6.764236491777645,2.921949882537226,116,0,25.133534823687725,32.8272631166797,5.688121304923312,30,13,14,7,6,2.336949679651871,52.036354064941406,73.32876682281494,474.40078496932983,40.70719655442444,17.710657791699333,6.988042286609252,2.921949882537226,137,0,25.896337580978127,33.71915426781519,5.899078346144375,30,13,14,7,7,2.178214285342179,52.036354064941406,73.32876682281494,494.45464277267456,Haplic Nitisols,50.52969,27.19269,213
2013,Meket,Akat,1487,38.86119,11.6685,227061,236278,227056B,Assassa,4,2,3,1,15918,Meher-13,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2013_Amhara,180,180,20,21,38.58344166014095,17.710657791699333,6.764236491777645,2.921949882537226,96,0,24.282807557867365,32.459765074393054,5.36165231403452,30,13,12,7,6,2.50398631228341,52.036354064941406,73.32876682281494,450.7175362110138,39.49722787783869,38.70803445575568,6.66996476115899,6.163935003915462,19,0,32.76050405967934,32.8272631166797,0.08749076752918347,7,1,2,0,0,1.0297064677528713,8.353809356689453,8.353809356689453,23.68324875831604,40.70719655442444,39.567721221613155,6.988042286609252,6.725352388410344,20,0,33.139301096319485,33.71915426781519,0.2927606185071347,16,1,0,0,1,0.8355774084726969,20.053857803344727,20.053857803344727,20.053857803344727,39.49722787783869,17.710657791699333,6.764236491777645,2.921949882537226,116,0,25.133534823687725,32.8272631166797,5.688121304923312,30,13,14,7,6,2.336949679651871,52.036354064941406,73.32876682281494,474.40078496932983,40.70719655442444,17.710657791699333,6.988042286609252,2.921949882537226,137,0,25.896337580978127,33.71915426781519,5.899078346144375,30,13,14,7,7,2.178214285342179,52.036354064941406,73.32876682281494,494.45464277267456,Haplic Nitisols,50.52969,27.19269,213
2013,Meket,Akat,1470,38.86119,11.6685,227061,236278,227056B,Assassa,3,2,4,1,15918,Meher-13,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2013_Amhara,180,180,20,21,38.58344166014095,17.710657791699333,6.764236491777645,2.921949882537226,96,0,24.282807557867365,32.459765074393054,5.36165231403452,30,13,12,7,6,2.50398631228341,52.036354064941406,73.32876682281494,450.7175362110138,39.49722787783869,38.70803445575568,6.66996476115899,6.163935003915462,19,0,32.76050405967934,32.8272631166797,0.08749076752918347,7,1,2,0,0,1.0297064677528713,8.353809356689453,8.353809356689453,23.68324875831604,40.70719655442444,39.567721221613155,6.988042286609252,6.725352388410344,20,0,33.139301096319485,33.71915426781519,0.2927606185071347,16,1,0,0,1,0.8355774084726969,20.053857803344727,20.053857803344727,20.053857803344727,39.49722787783869,17.710657791699333,6.764236491777645,2.921949882537226,116,0,25.133534823687725,32.8272631166797,5.688121304923312,30,13,14,7,6,2.336949679651871,52.036354064941406,73.32876682281494,474.40078496932983,40.70719655442444,17.710657791699333,6.988042286609252,2.921949882537226,137,0,25.896337580978127,33.71915426781519,5.899078346144375,30,13,14,7,7,2.178214285342179,52.036354064941406,73.32876682281494,494.45464277267456,Haplic Nitisols,50.52969,27.19269,213
2014,Meket,Agrit,1268,38.69351362,11.8195749,236276,204488,236269,Assassa,4,1,2,3,16283,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Amhara,180,180,19,19,36.98697729052457,23.058809710258423,7.984330462020385,6.190070477682118,31,0,19.39435913869358,29.002646828504187,3.3837131673657597,41,4,10,10,8,2.455292202366723,37.46383285522461,78.91906356811523,441.95259642601013,39.028042286609264,37.284557556773734,8.915035238841076,8.061331245105759,18,0,29.65677281823717,30.113007047768185,0.3098074734470403,18,1,0,0,0,0,0,0,0,41.99027407987466,39.20931088488644,9.630007830853593,9.066092404072053,18,0,30.865949273470772,32.360266249021066,0.7099868571868634,10,1,2,0,0,0.7283425331115723,7.511955261230469,7.511955261230469,17.480220794677734,39.028042286609264,23.058809710258423,8.915035238841076,6.190070477682118,50,0,20.37674313613818,30.113007047768185,4.415066855419122,41,4,11,10,8,2.206192569779645,37.46383285522461,78.91906356811523,447.85709166526794,41.99027407987466,23.058809710258423,9.630007830853593,6.190070477682118,69,0,21.29175272185311,32.360266249021066,5.1561198802230335,41,4,14,10,8,2.0775632721737094,37.46383285522461,78.91906356811523,471.606862783432,Haplic Nitisols,50.51308852,26.873938719999998,213
2014,Meket,Agrit,1240,38.70033577,11.81827994,210812A,222854,238573,Assassa,2,3,4,1,16283,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Amhara,180,180,19,19,37.429310884886355,22.977635082223983,9.506640563821481,6.853429913860634,30,0,18.38660342195174,29.467314017227785,4.302637904215619,41,4,13,8,6,2.4248843166563248,38.67575454711914,80.04501247406006,436.4791769981384,39.67055990602979,37.72455755677373,8.940536413469102,8.04133124510572,18,0,30.153310710867494,30.730023492560683,0.35305435990394335,18,1,0,0,0,0,0,0,0,42.28355520751757,39.927357086922456,9.663343774471455,9.096628817541124,18,0,31.467024928217146,32.620211433046116,0.5417114176284945,10,1,2,0,0,0.7522949973742167,7.817960262298584,7.817960262298584,18.0550799369812,39.67055990602979,22.977635082223983,9.506640563821481,6.853429913860634,49,0,19.513154291545032,30.730023492560683,5.36249223685162,41,4,14,8,6,2.1781858012006787,38.67575454711914,80.04501247406006,442.1717176437378,42.28355520751757,22.977635082223983,9.663343774471455,6.853429913860634,68,0,20.556642277948367,32.620211433046116,6.136095702980949,41,4,17,8,6,2.055729013182518,38.67575454711914,80.04501247406006,466.65048599243164,Haplic Nitisols,50.518615710000006,26.882055830000002,213
2014,Gimbichu,Argoba,7,39.18152778,8.964388889,5684,226157,226535,Hetosa,4,1,3,2,16286,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Oromia,180,171,18,18,37.40620203602188,25.793359436178555,10.270000000000039,7.711855912294473,62,0,20.565172739416813,28.3203523884103,4.0523044964275305,103,3,11,6,2,1.9027348624335394,44.611000061035156,71.17200756072998,342.4922752380371,39.9972357086923,37.713351605325016,9.883312451057208,9.156342991386081,17,0,29.42998664148508,30.113923257635093,0.5148613443634471,17,1,0,0,0,0,0,0,0,41.63265465935792,40.19361002349258,11.006264682850478,9.99408770555993,17,0,30.47110990833295,30.62638997650744,0.14557782729154872,6,1,3,0,0,0.7152246435483297,6.6286940574646,12.012390613555908,17.165391445159912,39.9972357086923,25.793359436178555,10.270000000000039,7.711855912294473,80,0,21.408658612272763,30.113923257635093,4.650110189993311,121,3,11,6,2,1.6871540652120054,44.611000061035156,71.17200756072998,342.4922752380371,41.63265465935792,25.793359436178555,11.006264682850478,7.711855912294473,98,0,22.19899713755691,30.62638997650744,5.126672690527668,128,3,14,6,2,1.5843950074149649,44.611000061035156,71.17200756072998,359.657666683197,Eutric Cambisols,48.145916669,30.217138891000005,216
2015,Gimbichu,Girmi,379,39.17925,8.951583333,226535,204936,208140,Ude,4,3,2,1,16648,Meher-15,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2015_Oromia,180,145,20,20,35.60138606108067,29.953226311668015,10.846382145653893,9.461519185591266,134,0,21.68456530605585,26.139866875489403,2.155419276273573,40,6,7,8,5,1.5133116960525512,40.95509338378906,73.26322937011719,272.39610528945923,37.642161315583465,35.76251370399371,9.75669146436967,9.451448707909206,19,0,27.08360981741743,28.079326546593634,0.5441612881923921,15,1,1,0,0,0.23512214163075323,5.407809257507324,5.407809257507324,5.407809257507324,41.19905246671886,37.90663273296791,10.089866875489433,9.569342208300718,19,0,29.82918497300409,31.109185591229426,1.0254383191481533,10,1,1,0,0,0.23060621817906699,5.534549236297607,5.534549236297607,5.534549236297607,37.642161315583465,29.953226311668015,10.846382145653893,9.451448707909206,154,0,22.337737432435,28.079326546593634,2.683918186595179,56,6,8,8,5,1.3684921898865348,40.95509338378906,73.26322937011719,277.80391454696655,41.19905246671886,29.953226311668015,10.846382145653893,9.451448707909206,174,0,23.143219268155644,31.109185591229426,3.4470937972165148,56,6,9,8,5,1.2481870651245117,40.95509338378906,73.26322937011719,283.33846378326416,Eutric Cambisols,48.130833333000005,30.227666667,213
2014,Seadebir and Wayo,Wole,225,39.19280556,9.78,231475,203739,208140,Ude,2,1,4,3,16281,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Oromia,180,180,18,19,40.62935395458112,23.640712607674246,8.489483163664845,6.011323414252202,74,0,22.96646640388829,34.159138606108115,5.879262854153713,58,5,4,5,7,2.229644016424815,32.604942321777344,77.69986152648926,401.3359229564667,42.35408770555987,40.34251370399379,6.865379796397835,6.558332028191112,17,0,34.74351743516512,35.48870790916204,0.59524065889119,14,1,0,0,0,0.16775076285652493,3.8582675457000732,3.8582675457000732,3.8582675457000732,43.98614330462024,42.5284573218481,7.56831245105719,6.922819107282735,18,0,36.04734403549986,36.41783085356305,0.2625784130507498,13,1,0,0,1,1.184581995010376,28.429967880249023,28.429967880249023,28.429967880249023,42.35408770555987,23.640712607674246,8.489483163664845,6.011323414252202,92,0,24.03804216735765,35.48870790916204,6.549904659401521,58,5,4,5,7,1.9960304950845653,32.604942321777344,77.69986152648926,405.19419050216675,43.98614330462024,23.640712607674246,8.489483163664845,6.011323414252202,111,0,25.09211458423967,36.41783085356305,7.1196999505867,58,5,4,5,8,1.9102385831824484,32.604942321777344,77.69986152648926,433.62415838241577,Haplic Nitisols,48.97280556,29.412805559999995,211
2014,Meket,Weketa,1026,38.76576,11.7041,210817B,210812A,222854,Assassa,1,3,4,2,16283,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Amhara,180,180,21,21,38.75931871573996,21.148386844165987,7.670000000000016,3.530520751761971,52,0,22.662002051771104,34.181989036804964,5.930579296473408,42,6,10,6,7,2.543674133883582,34.4774055480957,80.39534187316895,457.8613440990448,40.61682067345339,38.74754111198123,5.598774471417363,4.65322631166798,20,0,34.361188527799534,35.018046202036025,0.41997647680234723,18,1,1,0,0,0.3108244149581246,7.148961544036865,7.148961544036865,7.148961544036865,42.48801096319501,40.868582615505034,6.140657791699308,5.775007830853511,20,0,35.56151487862177,36.3473531714957,0.386163819813788,10,1,2,0,0,0.8300206263860067,8.740193367004395,15.110476016998291,19.92049503326416,40.61682067345339,21.148386844165987,7.670000000000016,3.530520751761971,73,0,23.889988606108044,35.018046202036025,6.662967025012298,42,6,11,6,7,2.3089604013659097,34.4774055480957,80.39534187316895,468.71896147727966,42.48801096319501,21.148386844165987,7.670000000000016,3.530520751761971,94,0,24.996759408540218,36.3473531714957,7.203508648418586,42,6,14,6,7,2.179665530830753,34.4774055480957,80.39534187316895,494.78407549858093,Haplic Nitisols,50.46986,27.06166,213
2014,Meket,Werkaye,1174,38.74662763888889,11.736094388888889,222816B,214357,212564,Assassa,4,3,1,2,16283,Meher-14,durumwheat,ETH,Overall_performance-(A/B/C),NA,NA,Overall_performance_VS_Local-(Best/Worse),NA,NA,NA,Yield-(A/B/C),NA,NA,durumwheat_eth_2014_Amhara,180,180,20,20,37.92898198903672,21.05293657008616,6.3440955364135565,5.073876272513753,39,0,21.100791550552724,31.869318715739922,4.538489337943546,42,6,9,12,6,2.5983402543597753,35.84769821166992,81.0485429763794,467.7012457847595,40.19452623335945,38.206170712607694,6.910657791699323,6.122419733751009,19,0,32.79251555866956,33.33673844949098,0.4321857892311997,18,1,1,0,0,0.3073586588320525,7.069249153137207,7.069249153137207,7.069249153137207,43.167838684416495,40.33551292090837,7.541855912294446,7.086891151135471,19,0,34.19269401970073,35.62598277212205,0.8144484144924802,13,1,1,0,0,0.49716097116470337,7.265641689300537,7.265641689300537,11.93186330795288,40.19452623335945,21.05293657008616,6.910657791699323,5.073876272513753,59,0,22.271885366535074,33.33673844949098,5.556420428264833,42,6,10,12,6,2.3584994518110904,35.84769821166992,81.0485429763794,478.77538871765137,43.167838684416495,21.05293657008616,7.541855912294446,5.073876272513753,79,0,23.35631333068726,35.62598277212205,6.313047941194479,42,6,11,12,6,2.1617059560599308,35.84769821166992,81.0485429763794,490.70725202560425,Haplic Nitisols,50.482722027777776,27.01053325,213
